Unnamed: 0,PID,Year,Title,Info.type,Source.in.paper,Task.variable.decoded,Accuracy.50,Accuracy.other,Num_classes,Significance,Roi.Search,Pattern.type,Classifier.type,Classifier.Fitted,Scanner,Resolution,Smoothing,Coregistration,Movement.Correction,Pattern.normalization.type,Num_subs,Num_trials,Num_class_types,Talairach.Coordinates,MNI.Coordinates,Coordinate.Space,ROI.Atlas,BA,AAL,Desikan,OxHarvard,Destrieux,Unkown Atlas,Method.of.Assigning.Region,Region.name,Voxel.numbers,Training.setsize,Accuracy.50.Median,Notes,More.Notes,Accuracy.50.original,Region.AAL.1
445,46,2013,Brain activity across the development of automatic categorization: A comparison of categorization tasks using multi-voxel pattern analysis,Rule,Table 2,which category stimuli came from,0.61,,2,1,ROI,Single Trial Single-Time Point,svm-lin,0,3T,3mmx3mmx3mm,unsmooth,Native Space,Movement Correction,None,24,,,,,,OxHarvard,,,,dorsal premotor,,,atlas comparison,dorsal premotor,15460,240,,,,0.61,Precentral_L; Precentral_R
446,46,2013,Brain activity across the development of automatic categorization: A comparison of categorization tasks using multi-voxel pattern analysis,Rule,Table 2,which category stimuli came from,0.61,,2,1,ROI,Single Trial Single-Time Point,svm-lin,0,3T,3mmx3mmx3mm,unsmooth,Native Space,Movement Correction,None,24,,,,,,OxHarvard,,,,pre SMA,,,atlas comparison,pre SMA,2218,240,,,,0.61, Supp_Motor_Area_R;Supp_Motor_Area_L
447,46,2013,Brain activity across the development of automatic categorization: A comparison of categorization tasks using multi-voxel pattern analysis,Rule,Table 2,which category stimuli came from,0.61,,2,1,ROI,Single Trial Single-Time Point,svm-lin,0,3T,3mmx3mmx3mm,unsmooth,Native Space,Movement Correction,None,24,,,,,,OxHarvard,,,,SMA,,,atlas comparison,SMA,3752,240,,,,0.61, Supp_Motor_Area_R;Supp_Motor_Area_L
448,46,2013,Brain activity across the development of automatic categorization: A comparison of categorization tasks using multi-voxel pattern analysis,Rule,Table 2,which category stimuli came from,0.61,,2,1,ROI,Single Trial Single-Time Point,svm-lin,0,3T,3mmx3mmx3mm,unsmooth,Native Space,Movement Correction,None,24,,,,,,OxHarvard,,,,ventral premotor,,,atlas comparison,ventral premotor,4215,240,,,,0.61,Precentral_L; Precentral_R
449,46,2013,Brain activity across the development of automatic categorization: A comparison of categorization tasks using multi-voxel pattern analysis,Rule,Table 2,which category stimuli came from,0.61,,2,1,ROI,Single Trial Single-Time Point,svm-lin,0,3T,3mmx3mmx3mm,unsmooth,Native Space,Movement Correction,None,24,,,,,,OxHarvard,,,,ventral premotor,,,atlas comparison,ventral premotor,4215,240,,,,0.61,Precentral_L; Precentral_R
450,46,2013,Brain activity across the development of automatic categorization: A comparison of categorization tasks using multi-voxel pattern analysis,Rule,Table 2,which category stimuli came from,0.61,,2,1,ROI,Single Trial Single-Time Point,svm-lin,0,3T,3mmx3mmx3mm,unsmooth,Native Space,Movement Correction,None,24,,,,,,OxHarvard,,,,ventral premotor,,,atlas comparison,ventral premotor,4215,240,,,,0.61,Precentral_L; Precentral_R
451,46,2013,Brain activity across the development of automatic categorization: A comparison of categorization tasks using multi-voxel pattern analysis,Rule,Table 2,which category stimuli came from,0.61,,2,1,ROI,Single Trial Single-Time Point,svm-lin,0,3T,3mmx3mmx3mm,unsmooth,Native Space,Movement Correction,None,24,,,,,,OxHarvard,,,,ventral premotor,,,atlas comparison,ventral premotor,4215,240,,,,0.61,Precentral_L; Precentral_R
452,46,2013,Brain activity across the development of automatic categorization: A comparison of categorization tasks using multi-voxel pattern analysis,Rule,Table 2,which category stimuli came from,0.61,,2,1,ROI,Single Trial Single-Time Point,svm-lin,0,3T,3mmx3mmx3mm,unsmooth,Native Space,Movement Correction,None,24,,,,,,OxHarvard,,,,ventral premotor,,,atlas comparison,ventral premotor,4215,240,,,,0.61,Precentral_L; Precentral_R
453,46,2013,Brain activity across the development of automatic categorization: A comparison of categorization tasks using multi-voxel pattern analysis,Rule,Table 2,which category stimuli came from,0.62,,2,1,ROI,Single Trial Single-Time Point,svm-lin,0,3T,3mmx3mmx3mm,unsmooth,Native Space,Movement Correction,None,24,,,,,,OxHarvard,,,,ventral premotor,,,atlas comparison,ventral premotor,4215,240,,,,0.62,Precentral_L; Precentral_R
454,46,2013,Brain activity across the development of automatic categorization: A comparison of categorization tasks using multi-voxel pattern analysis,Rule,Table 2,which category stimuli came from,0.63,,2,1,ROI,Single Trial Single-Time Point,svm-lin,0,3T,3mmx3mmx3mm,unsmooth,Native Space,Movement Correction,None,24,,,,,,OxHarvard,,,,dorsal premotor,,,atlas comparison,dorsal premotor,15460,240,,,,0.63,Precentral_L; Precentral_R
455,46,2013,Brain activity across the development of automatic categorization: A comparison of categorization tasks using multi-voxel pattern analysis,Rule,Table 2,which category stimuli came from,0.63,,2,1,ROI,Single Trial Single-Time Point,svm-lin,0,3T,3mmx3mmx3mm,unsmooth,Native Space,Movement Correction,None,24,,,,,,OxHarvard,,,,dorsal premotor,,,atlas comparison,dorsal premotor,15460,240,,,,0.63,Precentral_L; Precentral_R
456,46,2013,Brain activity across the development of automatic categorization: A comparison of categorization tasks using multi-voxel pattern analysis,Rule,Table 2,which category stimuli came from,0.63,,2,1,ROI,Single Trial Single-Time Point,svm-lin,0,3T,3mmx3mmx3mm,unsmooth,Native Space,Movement Correction,None,24,,,,,,OxHarvard,,,,dorsal premotor,,,atlas comparison,dorsal premotor,15460,240,,,,0.63,Precentral_L; Precentral_R
457,46,2013,Brain activity across the development of automatic categorization: A comparison of categorization tasks using multi-voxel pattern analysis,Rule,Table 2,which category stimuli came from,0.63,,2,1,ROI,Single Trial Single-Time Point,svm-lin,0,3T,3mmx3mmx3mm,unsmooth,Native Space,Movement Correction,None,24,,,,,,OxHarvard,,,,ventral premotor,,,atlas comparison,ventral premotor,4215,240,,,,0.63,Precentral_L; Precentral_R
458,46,2013,Brain activity across the development of automatic categorization: A comparison of categorization tasks using multi-voxel pattern analysis,Rule,Table 2,which category stimuli came from,0.63,,2,1,ROI,Single Trial Single-Time Point,svm-lin,0,3T,3mmx3mmx3mm,unsmooth,Native Space,Movement Correction,None,24,,,,,,OxHarvard,,,,ventral premotor,,,atlas comparison,ventral premotor,4215,240,,,,0.63,Precentral_L; Precentral_R
459,46,2013,Brain activity across the development of automatic categorization: A comparison of categorization tasks using multi-voxel pattern analysis,Rule,Table 2,which category stimuli came from,0.64,,2,1,ROI,Single Trial Single-Time Point,svm-lin,0,3T,3mmx3mmx3mm,unsmooth,Native Space,Movement Correction,None,24,,,,,,OxHarvard,,,,dorsal premotor,,,atlas comparison,dorsal premotor,15460,240,,,,0.64,Precentral_L; Precentral_R
460,46,2013,Brain activity across the development of automatic categorization: A comparison of categorization tasks using multi-voxel pattern analysis,Rule,Table 2,which category stimuli came from,0.64,,2,1,ROI,Single Trial Single-Time Point,svm-lin,0,3T,3mmx3mmx3mm,unsmooth,Native Space,Movement Correction,None,24,,,,,,OxHarvard,,,,SMA,,,atlas comparison,SMA,3752,240,,,,0.64, Supp_Motor_Area_R;Supp_Motor_Area_L
461,46,2013,Brain activity across the development of automatic categorization: A comparison of categorization tasks using multi-voxel pattern analysis,Rule,Table 2,which category stimuli came from,0.65,,2,1,ROI,Single Trial Single-Time Point,svm-lin,0,3T,3mmx3mmx3mm,unsmooth,Native Space,Movement Correction,None,24,,,,,,OxHarvard,,,,dorsal premotor,,,atlas comparison,dorsal premotor,15460,240,,,,0.65,Precentral_L; Precentral_R
462,46,2013,Brain activity across the development of automatic categorization: A comparison of categorization tasks using multi-voxel pattern analysis,Rule,Table 2,which category stimuli came from,0.65,,2,1,ROI,Single Trial Single-Time Point,svm-lin,0,3T,3mmx3mmx3mm,unsmooth,Native Space,Movement Correction,None,24,,,,,,OxHarvard,,,,ventral premotor,,,atlas comparison,ventral premotor,4215,240,,,,0.65,Precentral_L; Precentral_R
463,46,2013,Brain activity across the development of automatic categorization: A comparison of categorization tasks using multi-voxel pattern analysis,Rule,Table 2,which category stimuli came from,0.66,,2,1,ROI,Single Trial Single-Time Point,svm-lin,0,3T,3mmx3mmx3mm,unsmooth,Native Space,Movement Correction,None,24,,,,,,OxHarvard,,,,dorsal premotor,,,atlas comparison,dorsal premotor,15460,240,,,,0.66,Precentral_L; Precentral_R
464,46,2013,Brain activity across the development of automatic categorization: A comparison of categorization tasks using multi-voxel pattern analysis,Rule,Table 2,which category stimuli came from,0.66,,2,1,ROI,Single Trial Single-Time Point,svm-lin,0,3T,3mmx3mmx3mm,unsmooth,Native Space,Movement Correction,None,24,,,,,,OxHarvard,,,,dorsal premotor,,,atlas comparison,dorsal premotor,15460,240,,,,0.66,Precentral_L; Precentral_R
465,46,2013,Brain activity across the development of automatic categorization: A comparison of categorization tasks using multi-voxel pattern analysis,Rule,Table 2,which category stimuli came from,0.66,,2,1,ROI,Single Trial Single-Time Point,svm-lin,0,3T,3mmx3mmx3mm,unsmooth,Native Space,Movement Correction,None,24,,,,,,OxHarvard,,,,dorsal premotor,,,atlas comparison,dorsal premotor,15460,240,,,,0.66,Precentral_L; Precentral_R
466,46,2013,Brain activity across the development of automatic categorization: A comparison of categorization tasks using multi-voxel pattern analysis,Rule,Table 2,which category stimuli came from,0.66,,2,1,ROI,Single Trial Single-Time Point,svm-lin,0,3T,3mmx3mmx3mm,unsmooth,Native Space,Movement Correction,None,24,,,,,,OxHarvard,,,,dorsal premotor,,,atlas comparison,dorsal premotor,15460,240,,,,0.66,Precentral_L; Precentral_R
467,47,2013,Decoding the neural mechanisms of human tool use,Rule,Figure 4 (purple),whether planned movement was to be a grasp or reach when using hand or tool,0.54,,2,1,ROI,Single Trial Single-Time Point,svm-lin,0,3T,3mmx3mmx3mm,unsmooth,Native Space,Movement Correction,Normalized Temporally,13,160.0,2.0,"-26, -14, 52","-26,-17,56",Talairach,,,,,,,,coordinate transfer,L PMd,79,38,,,,0.54,Precentral_L
468,47,2013,Decoding the neural mechanisms of human tool use,Rule,Figure 4 (red),whether planned movement was to be a grasp or reach when using hand,0.55,,2,1,ROI,Single Trial Single-Time Point,svm-lin,0,3T,3mmx3mmx3mm,unsmooth,Native Space,Movement Correction,Normalized Temporally,13,160.0,2.0,"-26, -14, 52","-26,-17,56",Talairach,,,,,,,,coordinate transfer,L PMd,79,38,,,,0.55,Precentral_L
469,47,2013,Decoding the neural mechanisms of human tool use,Rule,Figure 4 (blue),whether planned movement was to be a grasp or reach when using tool,0.57,,2,1,ROI,Single Trial Single-Time Point,svm-lin,0,3T,3mmx3mmx3mm,unsmooth,Native Space,Movement Correction,Normalized Temporally,13,160.0,2.0,"-26, -14, 52","-26,-17,56",Talairach,,,,,,,,coordinate transfer,L PMd,79,38,,,,0.57,Precentral_L
470,47,2013,Decoding the neural mechanisms of human tool use,Rule,Figure 4 (blue),whether planned movement was to be a grasp or reach when using tool,0.53,,2,1,ROI,Single Trial Single-Time Point,svm-lin,0,3T,3mmx3mmx3mm,unsmooth,Native Space,Movement Correction,Normalized Temporally,13,160.0,2.0,"-26, -14, 52","-26,-17,56",Talairach,,,,,,,,coordinate transfer,L PMv,54,38,,,,0.53,Precentral_L
471,47,2013,Decoding the neural mechanisms of human tool use,Rule,Figure 4 (purple),whether planned movement was to be a grasp or reach when using hand or tool,0.54,,2,1,ROI,Single Trial Single-Time Point,svm-lin,0,3T,3mmx3mmx3mm,unsmooth,Native Space,Movement Correction,Normalized Temporally,13,160.0,2.0,"-26, -14, 52","-26,-17,56",Talairach,,,,,,,,coordinate transfer,L PMv,54,38,,,,0.54,Precentral_L
472,47,2013,Decoding the neural mechanisms of human tool use,Rule,Figure 4 (red),whether planned movement was to be a grasp or reach when using hand,0.56,,2,1,ROI,Single Trial Single-Time Point,svm-lin,0,3T,3mmx3mmx3mm,unsmooth,Native Space,Movement Correction,Normalized Temporally,13,160.0,2.0,"-26, -14, 52","-26,-17,56",Talairach,,,,,,,,coordinate transfer,L PMv,54,38,,,,0.56,Precentral_L
473,48,2011,Decoding Effector-Dependent and Effector-Independent Movement Intentions from Human Parieto-Frontal Brain Activity,Response,Figure 4,using hand vs eye,0.47,,2,0,ROI,Single Trial Single-Time Point,svm-lin,0,3T,3mmx3mmx3mm,unsmooth,Native Space,Movement Correction,Normalized Temporally,18,,,,"-34, 28, 35",MNI,,,,,,,,coordinate transfer,L DLPFC,71,38,,,,0.47,Frontal_Mid_L
474,48,2011,Decoding Effector-Dependent and Effector-Independent Movement Intentions from Human Parieto-Frontal Brain Activity,Response,Figure 4,movement towards left space vs right space,0.48,,2,0,ROI,Single Trial Single-Time Point,svm-lin,0,3T,3mmx3mmx3mm,unsmooth,Native Space,Movement Correction,Normalized Temporally,18,,,,"-34, 28, 35",MNI,,,,,,,,coordinate transfer,L DLPFC,71,38,,,,0.48,Frontal_Mid_L
475,48,2011,Decoding Effector-Dependent and Effector-Independent Movement Intentions from Human Parieto-Frontal Brain Activity,Response,Figure 4,movement towards left space vs right space,0.48,,2,0,ROI,Single Trial Single-Time Point,svm-lin,0,3T,3mmx3mmx3mm,unsmooth,Native Space,Movement Correction,Normalized Temporally,18,,,,"-34, 28, 35",MNI,,,,,,,,coordinate transfer,L DLPFC,71,38,,,,0.48,Frontal_Mid_L
476,48,2011,Decoding Effector-Dependent and Effector-Independent Movement Intentions from Human Parieto-Frontal Brain Activity,Response,Figure 4,movement towards left space vs right space,0.5,,2,0,ROI,Single Trial Single-Time Point,svm-lin,0,3T,3mmx3mmx3mm,unsmooth,Native Space,Movement Correction,Normalized Temporally,18,,,,"-34, 28, 35",MNI,,,,,,,,coordinate transfer,L DLPFC,71,38,,,,0.5,Frontal_Mid_L
477,48,2011,Decoding Effector-Dependent and Effector-Independent Movement Intentions from Human Parieto-Frontal Brain Activity,Response,Figure 4,using hand vs eye,0.58,,2,1,ROI,Single Trial Single-Time Point,svm-lin,0,3T,3mmx3mmx3mm,unsmooth,Native Space,Movement Correction,Normalized Temporally,18,,,,"-34, 28, 35",MNI,,,,,,,,coordinate transfer,L DLPFC,71,38,,,,0.58,Frontal_Mid_L
478,48,2011,Decoding Effector-Dependent and Effector-Independent Movement Intentions from Human Parieto-Frontal Brain Activity,Response,Figure 4,using hand vs eye,0.59,,2,1,ROI,Single Trial Single-Time Point,svm-lin,0,3T,3mmx3mmx3mm,unsmooth,Native Space,Movement Correction,Normalized Temporally,18,,,,"-34, 28, 35",MNI,,,,,,,,coordinate transfer,L DLPFC,71,38,,,,0.59,Frontal_Mid_L
479,48,2011,Decoding Effector-Dependent and Effector-Independent Movement Intentions from Human Parieto-Frontal Brain Activity,Response,Figure 4,using hand vs eye,0.6,,2,1,ROI,Single Trial Single-Time Point,svm-lin,0,3T,3mmx3mmx3mm,unsmooth,Native Space,Movement Correction,Normalized Temporally,18,,,,"-34, 28, 35",MNI,,,,,,,,coordinate transfer,L DLPFC,71,38,,,,0.6,Frontal_Mid_L
480,48,2011,Decoding Effector-Dependent and Effector-Independent Movement Intentions from Human Parieto-Frontal Brain Activity,Response,Figure 4,movement towards left space vs right space,0.6,,2,1,ROI,Single Trial Single-Time Point,svm-lin,0,3T,3mmx3mmx3mm,unsmooth,Native Space,Movement Correction,Normalized Temporally,18,,,,"-34, 28, 35",MNI,,,,,,,,coordinate transfer,L DLPFC,71,38,,,,0.6,Frontal_Mid_L
481,48,2011,Decoding Effector-Dependent and Effector-Independent Movement Intentions from Human Parieto-Frontal Brain Activity,Response,Figure 4,movement towards left space vs right space,0.6,,2,1,ROI,Single Trial Single-Time Point,svm-lin,0,3T,3mmx3mmx3mm,unsmooth,Native Space,Movement Correction,Normalized Temporally,18,,,,"-34, 28, 35",MNI,,,,,,,,coordinate transfer,L DLPFC,71,38,,,,0.6,Frontal_Mid_L
482,48,2011,Decoding Effector-Dependent and Effector-Independent Movement Intentions from Human Parieto-Frontal Brain Activity,Response,Figure 4,movement towards left space vs right space,0.65,,2,1,ROI,Single Trial Single-Time Point,svm-lin,0,3T,3mmx3mmx3mm,unsmooth,Native Space,Movement Correction,Normalized Temporally,18,,,,"-34, 28, 35",MNI,,,,,,,,coordinate transfer,L DLPFC,71,38,,,,0.65,Frontal_Mid_L
483,48,2011,Decoding Effector-Dependent and Effector-Independent Movement Intentions from Human Parieto-Frontal Brain Activity,Response,Figure 4,using hand vs eye,0.67,,2,1,ROI,Single Trial Single-Time Point,svm-lin,0,3T,3mmx3mmx3mm,unsmooth,Native Space,Movement Correction,Normalized Temporally,18,,,,"-34, 28, 35",MNI,,,,,,,,coordinate transfer,L DLPFC,71,38,,,,0.67,Frontal_Mid_L
484,48,2011,Decoding Effector-Dependent and Effector-Independent Movement Intentions from Human Parieto-Frontal Brain Activity,Response,Figure 4,using hand vs eye,0.8,,2,1,ROI,Single Trial Single-Time Point,svm-lin,0,3T,3mmx3mmx3mm,unsmooth,Native Space,Movement Correction,Normalized Temporally,18,,,,"-34, 28, 35",MNI,,,,,,,,coordinate transfer,L DLPFC,71,38,,,,0.8,Frontal_Mid_L
485,48,2011,Decoding Effector-Dependent and Effector-Independent Movement Intentions from Human Parieto-Frontal Brain Activity,Response,Figure 4,movement towards left space vs right space,0.45,,2,0,ROI,Single Trial Single-Time Point,svm-lin,0,3T,3mmx3mmx3mm,unsmooth,Native Space,Movement Correction,Normalized Temporally,18,,,,"-4, -8, 58",MNI,,,,,,,,coordinate transfer,L DMFC,92,38,,,,0.45,Supp_Motor_Area_L
486,48,2011,Decoding Effector-Dependent and Effector-Independent Movement Intentions from Human Parieto-Frontal Brain Activity,Response,Figure 4,movement towards left space vs right space,0.48,,2,0,ROI,Single Trial Single-Time Point,svm-lin,0,3T,3mmx3mmx3mm,unsmooth,Native Space,Movement Correction,Normalized Temporally,18,,,,"-4, -8, 58_",MNI,,,,,,,,coordinate transfer,L DMFC,92,38,,,,0.48,Supp_Motor_Area_L
487,48,2011,Decoding Effector-Dependent and Effector-Independent Movement Intentions from Human Parieto-Frontal Brain Activity,Response,Figure 4,movement towards left space vs right space,0.5,,2,0,ROI,Single Trial Single-Time Point,svm-lin,0,3T,3mmx3mmx3mm,unsmooth,Native Space,Movement Correction,Normalized Temporally,18,,,,"-4, -8, 58_",MNI,,,,,,,,coordinate transfer,L DMFC,92,38,,,,0.5,Supp_Motor_Area_L
488,48,2011,Decoding Effector-Dependent and Effector-Independent Movement Intentions from Human Parieto-Frontal Brain Activity,Response,Figure 4,movement towards left space vs right space,0.55,,2,0,ROI,Single Trial Single-Time Point,svm-lin,0,3T,3mmx3mmx3mm,unsmooth,Native Space,Movement Correction,Normalized Temporally,18,,,,"-4, -8, 58_",MNI,,,,,,,,coordinate transfer,L DMFC,92,38,,,,0.55,Supp_Motor_Area_L
489,48,2011,Decoding Effector-Dependent and Effector-Independent Movement Intentions from Human Parieto-Frontal Brain Activity,Response,Figure 4,movement towards left space vs right space,0.55,,2,0,ROI,Single Trial Single-Time Point,svm-lin,0,3T,3mmx3mmx3mm,unsmooth,Native Space,Movement Correction,Normalized Temporally,18,,,,"-4, -8, 58_",MNI,,,,,,,,coordinate transfer,L DMFC,92,38,,,,0.55,Supp_Motor_Area_L
490,48,2011,Decoding Effector-Dependent and Effector-Independent Movement Intentions from Human Parieto-Frontal Brain Activity,Response,Figure 4,using hand vs eye,0.55,,2,0,ROI,Single Trial Single-Time Point,svm-lin,0,3T,3mmx3mmx3mm,unsmooth,Native Space,Movement Correction,Normalized Temporally,18,,,,"-4, -8, 58",MNI,,,,,,,,coordinate transfer,L DMFC,92,38,,,,0.55,Supp_Motor_Area_L
491,48,2011,Decoding Effector-Dependent and Effector-Independent Movement Intentions from Human Parieto-Frontal Brain Activity,Response,Figure 4,using hand vs eye,0.55,,2,0,ROI,Single Trial Single-Time Point,svm-lin,0,3T,3mmx3mmx3mm,unsmooth,Native Space,Movement Correction,Normalized Temporally,18,,,,"-4, -8, 58",MNI,,,,,,,,coordinate transfer,L DMFC,92,38,,,,0.55,Supp_Motor_Area_L
492,48,2011,Decoding Effector-Dependent and Effector-Independent Movement Intentions from Human Parieto-Frontal Brain Activity,Response,Figure 4,movement towards left space vs right space,0.59,,2,1,ROI,Single Trial Single-Time Point,svm-lin,0,3T,3mmx3mmx3mm,unsmooth,Native Space,Movement Correction,Normalized Temporally,18,,,,"-4, -8, 58",MNI,,,,,,,,coordinate transfer,L DMFC,92,38,,,,0.59,Supp_Motor_Area_L
493,48,2011,Decoding Effector-Dependent and Effector-Independent Movement Intentions from Human Parieto-Frontal Brain Activity,Response,Figure 4,using hand vs eye,0.6,,2,1,ROI,Single Trial Single-Time Point,svm-lin,0,3T,3mmx3mmx3mm,unsmooth,Native Space,Movement Correction,Normalized Temporally,18,,,,"-4, -8, 58",MNI,,,,,,,,coordinate transfer,L DMFC,92,38,,,,0.6,Supp_Motor_Area_L
494,48,2011,Decoding Effector-Dependent and Effector-Independent Movement Intentions from Human Parieto-Frontal Brain Activity,Response,Figure 4,using hand vs eye,0.8,,2,1,ROI,Single Trial Single-Time Point,svm-lin,0,3T,3mmx3mmx3mm,unsmooth,Native Space,Movement Correction,Normalized Temporally,18,,,,"-4, -8, 58",MNI,,,,,,,,coordinate transfer,L DMFC,92,38,,,,0.8,Supp_Motor_Area_L
495,48,2011,Decoding Effector-Dependent and Effector-Independent Movement Intentions from Human Parieto-Frontal Brain Activity,Response,Figure 4,using hand vs eye,0.93,,2,1,ROI,Single Trial Single-Time Point,svm-lin,0,3T,3mmx3mmx3mm,unsmooth,Native Space,Movement Correction,Normalized Temporally,18,,,,"-4, -8, 58",MNI,,,,,,,,coordinate transfer,L DMFC,92,38,,,,0.93,Supp_Motor_Area_L
496,48,2011,Decoding Effector-Dependent and Effector-Independent Movement Intentions from Human Parieto-Frontal Brain Activity,Response,Figure 4,using hand vs eye,0.93,,2,1,ROI,Single Trial Single-Time Point,svm-lin,0,3T,3mmx3mmx3mm,unsmooth,Native Space,Movement Correction,Normalized Temporally,18,,,,"-4, -8, 58",MNI,,,,,,,,coordinate transfer,L DMFC,92,38,,,,0.93,Supp_Motor_Area_L
497,48,2011,Decoding Effector-Dependent and Effector-Independent Movement Intentions from Human Parieto-Frontal Brain Activity,Response,Figure 4,movement towards left space vs right space,0.48,,2,0,ROI,Single Trial Single-Time Point,svm-lin,0,3T,3mmx3mmx3mm,unsmooth,Native Space,Movement Correction,Normalized Temporally,18,,,,"-28, -14, 53",MNI,,,,,,,,coordinate transfer,L PMd,82,38,,,,0.48,Precentral_L
498,48,2011,Decoding Effector-Dependent and Effector-Independent Movement Intentions from Human Parieto-Frontal Brain Activity,Response,Figure 4,movement towards left space vs right space,0.5,,2,0,ROI,Single Trial Single-Time Point,svm-lin,0,3T,3mmx3mmx3mm,unsmooth,Native Space,Movement Correction,Normalized Temporally,18,,,,"-28, -14, 53",MNI,,,,,,,,coordinate transfer,L PMd,82,38,,,,0.5,Precentral_L
499,48,2011,Decoding Effector-Dependent and Effector-Independent Movement Intentions from Human Parieto-Frontal Brain Activity,Response,Figure 4,using hand vs eye,0.54,,2,0,ROI,Single Trial Single-Time Point,svm-lin,0,3T,3mmx3mmx3mm,unsmooth,Native Space,Movement Correction,Normalized Temporally,18,,,,"-28, -14, 53",MNI,,,,,,,,coordinate transfer,L PMd,82,38,,,,0.54,Precentral_L
500,48,2011,Decoding Effector-Dependent and Effector-Independent Movement Intentions from Human Parieto-Frontal Brain Activity,Response,Figure 4,movement towards left space vs right space,0.54,,2,0,ROI,Single Trial Single-Time Point,svm-lin,0,3T,3mmx3mmx3mm,unsmooth,Native Space,Movement Correction,Normalized Temporally,18,,,,"-28, -14, 53",MNI,,,,,,,,coordinate transfer,L PMd,82,38,,,,0.54,Precentral_L
501,48,2011,Decoding Effector-Dependent and Effector-Independent Movement Intentions from Human Parieto-Frontal Brain Activity,Response,Figure 4,using hand vs eye,0.6,,2,1,ROI,Single Trial Single-Time Point,svm-lin,0,3T,3mmx3mmx3mm,unsmooth,Native Space,Movement Correction,Normalized Temporally,18,,,,"-28, -14, 53",MNI,,,,,,,,coordinate transfer,L PMd,82,38,,,,0.6,Precentral_L
502,48,2011,Decoding Effector-Dependent and Effector-Independent Movement Intentions from Human Parieto-Frontal Brain Activity,Response,Figure 4,movement towards left space vs right space,0.6,,2,1,ROI,Single Trial Single-Time Point,svm-lin,0,3T,3mmx3mmx3mm,unsmooth,Native Space,Movement Correction,Normalized Temporally,18,,,,"-28, -14, 53",MNI,,,,,,,,coordinate transfer,L PMd,82,38,,,,0.6,Precentral_L
503,48,2011,Decoding Effector-Dependent and Effector-Independent Movement Intentions from Human Parieto-Frontal Brain Activity,Response,Figure 4,movement towards left space vs right space,0.62,,2,1,ROI,Single Trial Single-Time Point,svm-lin,0,3T,3mmx3mmx3mm,unsmooth,Native Space,Movement Correction,Normalized Temporally,18,,,,"-28, -14, 53",MNI,,,,,,,,coordinate transfer,L PMd,82,38,,,,0.62,Precentral_L
504,48,2011,Decoding Effector-Dependent and Effector-Independent Movement Intentions from Human Parieto-Frontal Brain Activity,Response,Figure 4,movement towards left space vs right space,0.65,,2,1,ROI,Single Trial Single-Time Point,svm-lin,0,3T,3mmx3mmx3mm,unsmooth,Native Space,Movement Correction,Normalized Temporally,18,,,,"-28, -14, 53",MNI,,,,,,,,coordinate transfer,L PMd,82,38,,,,0.65,Precentral_L
505,48,2011,Decoding Effector-Dependent and Effector-Independent Movement Intentions from Human Parieto-Frontal Brain Activity,Response,Figure 4,using hand vs eye,0.66,,2,1,ROI,Single Trial Single-Time Point,svm-lin,0,3T,3mmx3mmx3mm,unsmooth,Native Space,Movement Correction,Normalized Temporally,18,,,,"-28, -14, 53",MNI,,,,,,,,coordinate transfer,L PMd,82,38,,,,0.66,Precentral_L
506,48,2011,Decoding Effector-Dependent and Effector-Independent Movement Intentions from Human Parieto-Frontal Brain Activity,Response,Figure 4,using hand vs eye,0.73,,2,1,ROI,Single Trial Single-Time Point,svm-lin,0,3T,3mmx3mmx3mm,unsmooth,Native Space,Movement Correction,Normalized Temporally,18,,,,"-28, -14, 53",MNI,,,,,,,,coordinate transfer,L PMd,82,38,,,,0.73,Precentral_L
507,48,2011,Decoding Effector-Dependent and Effector-Independent Movement Intentions from Human Parieto-Frontal Brain Activity,Response,Figure 4,using hand vs eye,0.89,,2,1,ROI,Single Trial Single-Time Point,svm-lin,0,3T,3mmx3mmx3mm,unsmooth,Native Space,Movement Correction,Normalized Temporally,18,,,,"-28, -14, 53",MNI,,,,,,,,coordinate transfer,L PMd,82,38,,,,0.89,Precentral_L
508,48,2011,Decoding Effector-Dependent and Effector-Independent Movement Intentions from Human Parieto-Frontal Brain Activity,Response,Figure 4,using hand vs eye,0.93,,2,1,ROI,Single Trial Single-Time Point,svm-lin,0,3T,3mmx3mmx3mm,unsmooth,Native Space,Movement Correction,Normalized Temporally,18,,,,"-28, -14, 53",MNI,,,,,,,,coordinate transfer,L PMd,82,38,,,,0.93,Precentral_L
509,48,2011,Decoding Effector-Dependent and Effector-Independent Movement Intentions from Human Parieto-Frontal Brain Activity,Response,Figure 4,movement towards left space vs right space,0.42,,2,0,ROI,Single Trial Single-Time Point,svm-lin,0,3T,3mmx3mmx3mm,unsmooth,Native Space,Movement Correction,Normalized Temporally,18,,,,"-56, -2, 32",MNI,,,,,,,,coordinate transfer,L PMv,68,38,,,,0.42,Precentral_L
510,48,2011,Decoding Effector-Dependent and Effector-Independent Movement Intentions from Human Parieto-Frontal Brain Activity,Response,Figure 4,using hand vs eye,0.47,,2,0,ROI,Single Trial Single-Time Point,svm-lin,0,3T,3mmx3mmx3mm,unsmooth,Native Space,Movement Correction,Normalized Temporally,18,,,,"-56, -2, 32",MNI,,,,,,,,coordinate transfer,L PMv,68,38,,,,0.47,Precentral_L
