PID,Title,Info.type,Source.in.paper,Task.variable.decoded,Accuracy.50,Accuracy.other,Num_classes,Significance,Roi.Search,Pattern.type,Classifier.type,Classifier.Fitted,Scanner,Resolution,Smoothing,Coregistration,Movement.Correction,Pattern.normalization.type,Num_subs,Talairach.Coordinates,MNI.Coordinates,Coordinate.Space,ROI.Atlas,BA,AAL,Desikan,OxHarvard,Destrieux,Unkown Atlas,Method.of.Assigning.Region,Region.name,Region.AAL.1
13,Where One Hand Meets the Other: Limb-Specific and Action- Dependent Movement Plans Decoded from Preparatory Signals in Single Human Frontoparietal Brain Areas,Response,"Figure 6,7,8",reach vs grasp cross-left and right,0.51,,2,0,ROI,Single Trial Multi-Time Point,svm-lin,0,3T,3mmx3mmx3mm,unsmooth,coregistered,None,Normalized Temporally,11,"54,-3,35","55,-5,38",Talairach,,,,,,,,coordinate transfer,PMv right,Postcentral_R
13,Where One Hand Meets the Other: Limb-Specific and Action- Dependent Movement Plans Decoded from Preparatory Signals in Single Human Frontoparietal Brain Areas,Response,"Figure 6,7,8",grap vs reach right,0.51,,2,0,ROI,Single Trial Multi-Time Point,svm-lin,0,3T,3mmx3mmx3mm,unsmooth,coregistered,None,Normalized Temporally,11,"-8,13,33","-8,12,37",Talairach,,,,,,,,coordinate transfer,preSMA left,Cingulum_Mid_L
13,Where One Hand Meets the Other: Limb-Specific and Action- Dependent Movement Plans Decoded from Preparatory Signals in Single Human Frontoparietal Brain Areas,Response,"Figure 6,7,8",left vs right cross-grasping and reaching,0.51,,2,0,ROI,Single Trial Multi-Time Point,svm-lin,0,3T,3mmx3mmx3mm,unsmooth,coregistered,None,Normalized Temporally,11,"-8,13,33","-8,12,37",Talairach,,,,,,,,coordinate transfer,preSMA left,Cingulum_Mid_L
13,Where One Hand Meets the Other: Limb-Specific and Action- Dependent Movement Plans Decoded from Preparatory Signals in Single Human Frontoparietal Brain Areas,Response,"Figure 6,7,8",left vs right grasping,0.51,,2,0,ROI,Single Trial Multi-Time Point,svm-lin,0,3T,3mmx3mmx3mm,unsmooth,coregistered,None,Normalized Temporally,11,"3,12,38","3,10,42",Talairach,,,,,,,,coordinate transfer,preSMA right,Cingulum_Mid_R
13,Where One Hand Meets the Other: Limb-Specific and Action- Dependent Movement Plans Decoded from Preparatory Signals in Single Human Frontoparietal Brain Areas,Response,"Figure 6,7,8",grap vs reach right,0.51,,2,0,ROI,Single Trial Multi-Time Point,svm-lin,0,3T,3mmx3mmx3mm,unsmooth,coregistered,None,Normalized Temporally,11,"3,12,38","3,10,42",Talairach,,,,,,,,coordinate transfer,preSMA right,Cingulum_Mid_R
13,Where One Hand Meets the Other: Limb-Specific and Action- Dependent Movement Plans Decoded from Preparatory Signals in Single Human Frontoparietal Brain Areas,Response,"Figure 6,7,8",reach vs grasp cross-left and right,0.51,,2,0,ROI,Single Trial Multi-Time Point,svm-lin,0,3T,3mmx3mmx3mm,unsmooth,coregistered,None,Normalized Temporally,11,"3,12,38","3,10,42",Talairach,,,,,,,,coordinate transfer,preSMA right,Cingulum_Mid_R
13,Where One Hand Meets the Other: Limb-Specific and Action- Dependent Movement Plans Decoded from Preparatory Signals in Single Human Frontoparietal Brain Areas,Response,"Figure 6,7,8",grasp vs reach left,0.51,,2,0,ROI,Single Trial Multi-Time Point,svm-lin,0,3T,3mmx3mmx3mm,unsmooth,coregistered,None,Normalized Temporally,11,"30,37,30","30,37,35",Talairach,,,,,,,,coordinate transfer,right DLPFC,Frontal_Mid_R
13,Where One Hand Meets the Other: Limb-Specific and Action- Dependent Movement Plans Decoded from Preparatory Signals in Single Human Frontoparietal Brain Areas,Response,"Figure 6,7,8",left vs right cross-grasping and reaching,0.51,,2,0,ROI,Single Trial Multi-Time Point,svm-lin,0,3T,3mmx3mmx3mm,unsmooth,coregistered,None,Normalized Temporally,11,"30,37,30","30,37,35",Talairach,,,,,,,,coordinate transfer,right DLPFC,Frontal_Mid_R
13,Where One Hand Meets the Other: Limb-Specific and Action- Dependent Movement Plans Decoded from Preparatory Signals in Single Human Frontoparietal Brain Areas,Response,"Figure 6,7,8",reach vs grasp cross-left and right,0.52,,2,0,ROI,Single Trial Multi-Time Point,svm-lin,0,3T,3mmx3mmx3mm,unsmooth,coregistered,None,Normalized Temporally,11,"-32,34,35","-32,33,39",Talairach,,,,,,,,coordinate transfer,left DLPFC,Frontal_Mid_L
13,Where One Hand Meets the Other: Limb-Specific and Action- Dependent Movement Plans Decoded from Preparatory Signals in Single Human Frontoparietal Brain Areas,Response,"Figure 6,7,8",left vs right grasping,0.52,,2,0,ROI,Single Trial Multi-Time Point,svm-lin,0,3T,3mmx3mmx3mm,unsmooth,coregistered,None,Normalized Temporally,11,"30,37,30","30,37,35",Talairach,,,,,,,,coordinate transfer,right DLPFC,Frontal_Mid_R
13,Where One Hand Meets the Other: Limb-Specific and Action- Dependent Movement Plans Decoded from Preparatory Signals in Single Human Frontoparietal Brain Areas,Response,"Figure 6,7,8",left vs right reaching,0.52,,2,0,ROI,Single Trial Multi-Time Point,svm-lin,0,3T,3mmx3mmx3mm,unsmooth,coregistered,None,Normalized Temporally,11,"30,37,30","30,37,35",Talairach,,,,,,,,coordinate transfer,right DLPFC,Frontal_Mid_R
13,Where One Hand Meets the Other: Limb-Specific and Action- Dependent Movement Plans Decoded from Preparatory Signals in Single Human Frontoparietal Brain Areas,Response,"Figure 6,7,8",grap vs reach right,0.52,,2,0,ROI,Single Trial Multi-Time Point,svm-lin,0,3T,3mmx3mmx3mm,unsmooth,coregistered,None,Normalized Temporally,11,"30,37,30","30,37,35",Talairach,,,,,,,,coordinate transfer,right DLPFC,Frontal_Mid_R
13,Where One Hand Meets the Other: Limb-Specific and Action- Dependent Movement Plans Decoded from Preparatory Signals in Single Human Frontoparietal Brain Areas,Response,"Figure 6,7,8",grap vs reach right,0.53,,2,0,ROI,Single Trial Multi-Time Point,svm-lin,0,3T,3mmx3mmx3mm,unsmooth,coregistered,None,Normalized Temporally,11,"-32,34,35","-32,33,39",Talairach,,,,,,,,coordinate transfer,left DLPFC,Frontal_Mid_L
13,Where One Hand Meets the Other: Limb-Specific and Action- Dependent Movement Plans Decoded from Preparatory Signals in Single Human Frontoparietal Brain Areas,Response,"Figure 6,7,8",left vs right grasping,0.53,,2,0,ROI,Single Trial Multi-Time Point,svm-lin,0,3T,3mmx3mmx3mm,unsmooth,coregistered,None,Normalized Temporally,11,"-32,34,35","-32,33,39",Talairach,,,,,,,,coordinate transfer,left DLPFC,Frontal_Mid_L
13,Where One Hand Meets the Other: Limb-Specific and Action- Dependent Movement Plans Decoded from Preparatory Signals in Single Human Frontoparietal Brain Areas,Response,"Figure 6,7,8",grap vs reach right,0.53,,2,0,ROI,Single Trial Multi-Time Point,svm-lin,0,3T,3mmx3mmx3mm,unsmooth,coregistered,None,Normalized Temporally,11,"26,-11,55","26,8,60",Talairach,,,,,,,,coordinate transfer,PMd right,Frontal_Sup_R
13,Where One Hand Meets the Other: Limb-Specific and Action- Dependent Movement Plans Decoded from Preparatory Signals in Single Human Frontoparietal Brain Areas,Response,"Figure 6,7,8",left vs right cross-grasping and reaching,0.53,,2,0,ROI,Single Trial Multi-Time Point,svm-lin,0,3T,3mmx3mmx3mm,unsmooth,coregistered,None,Normalized Temporally,11,"26,-11,55","26,8,60",Talairach,,,,,,,,coordinate transfer,PMd right,Frontal_Sup_R
13,Where One Hand Meets the Other: Limb-Specific and Action- Dependent Movement Plans Decoded from Preparatory Signals in Single Human Frontoparietal Brain Areas,Response,"Figure 6,7,8",grasp vs reach left,0.53,,2,0,ROI,Single Trial Multi-Time Point,svm-lin,0,3T,3mmx3mmx3mm,unsmooth,coregistered,None,Normalized Temporally,11,"-48,-2,39","-48,4,42",Talairach,,,,,,,,coordinate transfer,PMv left,Precentral_L
13,Where One Hand Meets the Other: Limb-Specific and Action- Dependent Movement Plans Decoded from Preparatory Signals in Single Human Frontoparietal Brain Areas,Response,"Figure 6,7,8",grasp vs reach left,0.53,,2,0,ROI,Single Trial Multi-Time Point,svm-lin,0,3T,3mmx3mmx3mm,unsmooth,coregistered,None,Normalized Temporally,11,"54,-3,35","55,-5,38",Talairach,,,,,,,,coordinate transfer,PMv right,Postcentral_R
13,Where One Hand Meets the Other: Limb-Specific and Action- Dependent Movement Plans Decoded from Preparatory Signals in Single Human Frontoparietal Brain Areas,Response,"Figure 6,7,8",grap vs reach right,0.53,,2,0,ROI,Single Trial Multi-Time Point,svm-lin,0,3T,3mmx3mmx3mm,unsmooth,coregistered,None,Normalized Temporally,11,"54,-3,35","55,-5,38",Talairach,,,,,,,,coordinate transfer,PMv right,Postcentral_R
13,Where One Hand Meets the Other: Limb-Specific and Action- Dependent Movement Plans Decoded from Preparatory Signals in Single Human Frontoparietal Brain Areas,Response,"Figure 6,7,8",left vs right reaching,0.53,,2,0,ROI,Single Trial Multi-Time Point,svm-lin,0,3T,3mmx3mmx3mm,unsmooth,coregistered,None,Normalized Temporally,11,"-8,13,33","-8,12,37",Talairach,,,,,,,,coordinate transfer,preSMA left,Cingulum_Mid_L
13,Where One Hand Meets the Other: Limb-Specific and Action- Dependent Movement Plans Decoded from Preparatory Signals in Single Human Frontoparietal Brain Areas,Response,"Figure 6,7,8",reach vs grasp cross-left and right,0.53,,2,0,ROI,Single Trial Multi-Time Point,svm-lin,0,3T,3mmx3mmx3mm,unsmooth,coregistered,None,Normalized Temporally,11,"-8,13,33","-8,12,37",Talairach,,,,,,,,coordinate transfer,preSMA left,Cingulum_Mid_L
13,Where One Hand Meets the Other: Limb-Specific and Action- Dependent Movement Plans Decoded from Preparatory Signals in Single Human Frontoparietal Brain Areas,Response,"Figure 6,7,8",left vs right reaching,0.53,,2,0,ROI,Single Trial Multi-Time Point,svm-lin,0,3T,3mmx3mmx3mm,unsmooth,coregistered,None,Normalized Temporally,11,"3,12,38","3,10,42",Talairach,,,,,,,,coordinate transfer,preSMA right,Cingulum_Mid_R
13,Where One Hand Meets the Other: Limb-Specific and Action- Dependent Movement Plans Decoded from Preparatory Signals in Single Human Frontoparietal Brain Areas,Response,"Figure 6,7,8",left vs right grasping,0.53,,2,0,ROI,Single Trial Multi-Time Point,svm-lin,0,3T,3mmx3mmx3mm,unsmooth,coregistered,None,Normalized Temporally,11,"30,37,30","30,37,35",Talairach,,,,,,,,coordinate transfer,right DLPFC,Frontal_Mid_R
13,Where One Hand Meets the Other: Limb-Specific and Action- Dependent Movement Plans Decoded from Preparatory Signals in Single Human Frontoparietal Brain Areas,Response,"Figure 6,7,8",left vs right cross-grasping and reaching,0.53,,2,0,ROI,Single Trial Multi-Time Point,svm-lin,0,3T,3mmx3mmx3mm,unsmooth,coregistered,None,Normalized Temporally,11,"30,37,30","30,37,35",Talairach,,,,,,,,coordinate transfer,right DLPFC,Frontal_Mid_R
13,Where One Hand Meets the Other: Limb-Specific and Action- Dependent Movement Plans Decoded from Preparatory Signals in Single Human Frontoparietal Brain Areas,Response,"Figure 6,7,8",grasp vs reach left,0.54,,2,0,ROI,Single Trial Multi-Time Point,svm-lin,0,3T,3mmx3mmx3mm,unsmooth,coregistered,None,Normalized Temporally,11,"-32,34,35","-32,33,39",Talairach,,,,,,,,coordinate transfer,left DLPFC,Frontal_Mid_L
13,Where One Hand Meets the Other: Limb-Specific and Action- Dependent Movement Plans Decoded from Preparatory Signals in Single Human Frontoparietal Brain Areas,Response,"Figure 6,7,8",reach vs grasp cross-left and right,0.54,,2,0,ROI,Single Trial Multi-Time Point,svm-lin,0,3T,3mmx3mmx3mm,unsmooth,coregistered,None,Normalized Temporally,11,"26,-11,55","26,8,60",Talairach,,,,,,,,coordinate transfer,PMd right,Frontal_Sup_R
13,Where One Hand Meets the Other: Limb-Specific and Action- Dependent Movement Plans Decoded from Preparatory Signals in Single Human Frontoparietal Brain Areas,Response,"Figure 6,7,8",left vs right reaching,0.54,,2,0,ROI,Single Trial Multi-Time Point,svm-lin,0,3T,3mmx3mmx3mm,unsmooth,coregistered,None,Normalized Temporally,11,"-48,-2,39","-48,4,42",Talairach,,,,,,,,coordinate transfer,PMv left,Precentral_L
13,Where One Hand Meets the Other: Limb-Specific and Action- Dependent Movement Plans Decoded from Preparatory Signals in Single Human Frontoparietal Brain Areas,Response,"Figure 6,7,8",left vs right cross-grasping and reaching,0.54,,2,0,ROI,Single Trial Multi-Time Point,svm-lin,0,3T,3mmx3mmx3mm,unsmooth,coregistered,None,Normalized Temporally,11,"-48,-2,39","-48,4,42",Talairach,,,,,,,,coordinate transfer,PMv left,Precentral_L
13,Where One Hand Meets the Other: Limb-Specific and Action- Dependent Movement Plans Decoded from Preparatory Signals in Single Human Frontoparietal Brain Areas,Response,"Figure 6,7,8",left vs right grasping,0.54,,2,0,ROI,Single Trial Multi-Time Point,svm-lin,0,3T,3mmx3mmx3mm,unsmooth,coregistered,None,Normalized Temporally,11,"54,-3,35","55,-5,38",Talairach,,,,,,,,coordinate transfer,PMv right,Postcentral_R
13,Where One Hand Meets the Other: Limb-Specific and Action- Dependent Movement Plans Decoded from Preparatory Signals in Single Human Frontoparietal Brain Areas,Response,"Figure 6,7,8",grasp vs reach left,0.54,,2,0,ROI,Single Trial Multi-Time Point,svm-lin,0,3T,3mmx3mmx3mm,unsmooth,coregistered,None,Normalized Temporally,11,"-8,13,33","-8,12,37",Talairach,,,,,,,,coordinate transfer,preSMA left,Cingulum_Mid_L
13,Where One Hand Meets the Other: Limb-Specific and Action- Dependent Movement Plans Decoded from Preparatory Signals in Single Human Frontoparietal Brain Areas,Response,"Figure 6,7,8",grasp vs reach left,0.54,,2,0,ROI,Single Trial Multi-Time Point,svm-lin,0,3T,3mmx3mmx3mm,unsmooth,coregistered,None,Normalized Temporally,11,"3,12,38","3,10,42",Talairach,,,,,,,,coordinate transfer,preSMA right,Cingulum_Mid_R
13,Where One Hand Meets the Other: Limb-Specific and Action- Dependent Movement Plans Decoded from Preparatory Signals in Single Human Frontoparietal Brain Areas,Response,"Figure 6,7,8",left vs right cross-grasping and reaching,0.54,,2,0,ROI,Single Trial Multi-Time Point,svm-lin,0,3T,3mmx3mmx3mm,unsmooth,coregistered,None,Normalized Temporally,11,"3,12,38","3,10,42",Talairach,,,,,,,,coordinate transfer,preSMA right,Cingulum_Mid_R
13,Where One Hand Meets the Other: Limb-Specific and Action- Dependent Movement Plans Decoded from Preparatory Signals in Single Human Frontoparietal Brain Areas,Response,"Figure 6,7,8",left vs right reaching,0.55,,2,0,ROI,Single Trial Multi-Time Point,svm-lin,0,3T,3mmx3mmx3mm,unsmooth,coregistered,None,Normalized Temporally,11,"3,12,38","3,10,42",Talairach,,,,,,,,coordinate transfer,preSMA right,Cingulum_Mid_R
13,Where One Hand Meets the Other: Limb-Specific and Action- Dependent Movement Plans Decoded from Preparatory Signals in Single Human Frontoparietal Brain Areas,Response,"Figure 6,7,8",grasp vs reach left,0.55,,2,0,ROI,Single Trial Multi-Time Point,svm-lin,0,3T,3mmx3mmx3mm,unsmooth,coregistered,None,Normalized Temporally,11,"30,37,30","30,37,35",Talairach,,,,,,,,coordinate transfer,right DLPFC,Frontal_Mid_R
13,Where One Hand Meets the Other: Limb-Specific and Action- Dependent Movement Plans Decoded from Preparatory Signals in Single Human Frontoparietal Brain Areas,Response,"Figure 6,7,8",grap vs reach right,0.55,,2,0,ROI,Single Trial Multi-Time Point,svm-lin,0,3T,3mmx3mmx3mm,unsmooth,coregistered,None,Normalized Temporally,11,"30,37,30","30,37,35",Talairach,,,,,,,,coordinate transfer,right DLPFC,Frontal_Mid_R
13,Where One Hand Meets the Other: Limb-Specific and Action- Dependent Movement Plans Decoded from Preparatory Signals in Single Human Frontoparietal Brain Areas,Response,"Figure 6,7,8",left vs right cross-grasping and reaching,0.56,,2,0,ROI,Single Trial Multi-Time Point,svm-lin,0,3T,3mmx3mmx3mm,unsmooth,coregistered,None,Normalized Temporally,11,"-28,-11,55","-28,-14,59",Talairach,,,,,,,,coordinate transfer,PMd left,Precentral_L
13,Where One Hand Meets the Other: Limb-Specific and Action- Dependent Movement Plans Decoded from Preparatory Signals in Single Human Frontoparietal Brain Areas,Response,"Figure 6,7,8",left vs right grasping,0.56,,2,0,ROI,Single Trial Multi-Time Point,svm-lin,0,3T,3mmx3mmx3mm,unsmooth,coregistered,None,Normalized Temporally,11,"-48,-2,39","-48,4,42",Talairach,,,,,,,,coordinate transfer,PMv left,Precentral_L
13,Where One Hand Meets the Other: Limb-Specific and Action- Dependent Movement Plans Decoded from Preparatory Signals in Single Human Frontoparietal Brain Areas,Response,"Figure 6,7,8",grap vs reach right,0.56,,2,0,ROI,Single Trial Multi-Time Point,svm-lin,0,3T,3mmx3mmx3mm,unsmooth,coregistered,None,Normalized Temporally,11,"3,12,38","3,10,42",Talairach,,,,,,,,coordinate transfer,preSMA right,Cingulum_Mid_R
13,Where One Hand Meets the Other: Limb-Specific and Action- Dependent Movement Plans Decoded from Preparatory Signals in Single Human Frontoparietal Brain Areas,Response,"Figure 6,7,8",reach vs grasp cross-left and right,0.53,,2,1,ROI,Single Trial Multi-Time Point,svm-lin,0,3T,3mmx3mmx3mm,unsmooth,coregistered,None,Normalized Temporally,11,"-28,-11,55","-28,-14,59",Talairach,,,,,,,,coordinate transfer,PMd left,Precentral_L
13,Where One Hand Meets the Other: Limb-Specific and Action- Dependent Movement Plans Decoded from Preparatory Signals in Single Human Frontoparietal Brain Areas,Response,"Figure 6,7,8",left vs right reaching,0.54,,2,1,ROI,Single Trial Multi-Time Point,svm-lin,0,3T,3mmx3mmx3mm,unsmooth,coregistered,None,Normalized Temporally,11,"-28,-11,55","-28,-14,59",Talairach,,,,,,,,coordinate transfer,PMd left,Precentral_L
13,Where One Hand Meets the Other: Limb-Specific and Action- Dependent Movement Plans Decoded from Preparatory Signals in Single Human Frontoparietal Brain Areas,Response,"Figure 6,7,8",left vs right reaching,0.54,,2,1,ROI,Single Trial Multi-Time Point,svm-lin,0,3T,3mmx3mmx3mm,unsmooth,coregistered,None,Normalized Temporally,11,"26,-11,55","26,8,60",Talairach,,,,,,,,coordinate transfer,PMd right,Frontal_Sup_R
13,Where One Hand Meets the Other: Limb-Specific and Action- Dependent Movement Plans Decoded from Preparatory Signals in Single Human Frontoparietal Brain Areas,Response,"Figure 6,7,8",grasp vs reach left,0.54,,2,1,ROI,Single Trial Multi-Time Point,svm-lin,0,3T,3mmx3mmx3mm,unsmooth,coregistered,None,Normalized Temporally,11,"26,-11,55","26,8,60",Talairach,,,,,,,,coordinate transfer,PMd right,Frontal_Sup_R
13,Where One Hand Meets the Other: Limb-Specific and Action- Dependent Movement Plans Decoded from Preparatory Signals in Single Human Frontoparietal Brain Areas,Response,"Figure 6,7,8",grasp vs reach left,0.54,,2,1,ROI,Single Trial Multi-Time Point,svm-lin,0,3T,3mmx3mmx3mm,unsmooth,coregistered,None,Normalized Temporally,11,"54,-3,35","55,-5,38",Talairach,,,,,,,,coordinate transfer,PMv right,Postcentral_R
13,Where One Hand Meets the Other: Limb-Specific and Action- Dependent Movement Plans Decoded from Preparatory Signals in Single Human Frontoparietal Brain Areas,Response,"Figure 6,7,8",grap vs reach right,0.54,,2,1,ROI,Single Trial Multi-Time Point,svm-lin,0,3T,3mmx3mmx3mm,unsmooth,coregistered,None,Normalized Temporally,11,"54,-3,35","55,-5,38",Talairach,,,,,,,,coordinate transfer,PMv right,Postcentral_R
13,Where One Hand Meets the Other: Limb-Specific and Action- Dependent Movement Plans Decoded from Preparatory Signals in Single Human Frontoparietal Brain Areas,Response,"Figure 6,7,8",left vs right cross-grasping and reaching,0.54,,2,1,ROI,Single Trial Multi-Time Point,svm-lin,0,3T,3mmx3mmx3mm,unsmooth,coregistered,None,Normalized Temporally,11,"-8,13,33","-8,12,37",Talairach,,,,,,,,coordinate transfer,preSMA left,Cingulum_Mid_L
13,Where One Hand Meets the Other: Limb-Specific and Action- Dependent Movement Plans Decoded from Preparatory Signals in Single Human Frontoparietal Brain Areas,Response,"Figure 6,7,8",grap vs reach right,0.55,,2,1,ROI,Single Trial Multi-Time Point,svm-lin,0,3T,3mmx3mmx3mm,unsmooth,coregistered,None,Normalized Temporally,11,"-32,34,35","-32,33,39",Talairach,,,,,,,,coordinate transfer,left DLPFC,Frontal_Mid_L
13,Where One Hand Meets the Other: Limb-Specific and Action- Dependent Movement Plans Decoded from Preparatory Signals in Single Human Frontoparietal Brain Areas,Response,"Figure 6,7,8",left vs right grasping,0.55,,2,1,ROI,Single Trial Multi-Time Point,svm-lin,0,3T,3mmx3mmx3mm,unsmooth,coregistered,None,Normalized Temporally,11,"-28,-11,55","-28,-14,59",Talairach,,,,,,,,coordinate transfer,PMd left,Precentral_L
13,Where One Hand Meets the Other: Limb-Specific and Action- Dependent Movement Plans Decoded from Preparatory Signals in Single Human Frontoparietal Brain Areas,Response,"Figure 6,7,8",grap vs reach right,0.55,,2,1,ROI,Single Trial Multi-Time Point,svm-lin,0,3T,3mmx3mmx3mm,unsmooth,coregistered,None,Normalized Temporally,11,"-28,-11,55","-28,-14,59",Talairach,,,,,,,,coordinate transfer,PMd left,Precentral_L
13,Where One Hand Meets the Other: Limb-Specific and Action- Dependent Movement Plans Decoded from Preparatory Signals in Single Human Frontoparietal Brain Areas,Response,"Figure 6,7,8",left vs right grasping,0.55,,2,1,ROI,Single Trial Multi-Time Point,svm-lin,0,3T,3mmx3mmx3mm,unsmooth,coregistered,None,Normalized Temporally,11,"26,-11,55","26,8,60",Talairach,,,,,,,,coordinate transfer,PMd right,Frontal_Sup_R
13,Where One Hand Meets the Other: Limb-Specific and Action- Dependent Movement Plans Decoded from Preparatory Signals in Single Human Frontoparietal Brain Areas,Response,"Figure 6,7,8",grap vs reach right,0.55,,2,1,ROI,Single Trial Multi-Time Point,svm-lin,0,3T,3mmx3mmx3mm,unsmooth,coregistered,None,Normalized Temporally,11,"-48,-2,39","-48,4,42",Talairach,,,,,,,,coordinate transfer,PMv left,Precentral_L
13,Where One Hand Meets the Other: Limb-Specific and Action- Dependent Movement Plans Decoded from Preparatory Signals in Single Human Frontoparietal Brain Areas,Response,"Figure 6,7,8",left vs right grasping,0.55,,2,1,ROI,Single Trial Multi-Time Point,svm-lin,0,3T,3mmx3mmx3mm,unsmooth,coregistered,None,Normalized Temporally,11,"-8,13,33","-8,12,37",Talairach,,,,,,,,coordinate transfer,preSMA left,Cingulum_Mid_L
13,Where One Hand Meets the Other: Limb-Specific and Action- Dependent Movement Plans Decoded from Preparatory Signals in Single Human Frontoparietal Brain Areas,Response,"Figure 6,7,8",left vs right reaching,0.55,,2,1,ROI,Single Trial Multi-Time Point,svm-lin,0,3T,3mmx3mmx3mm,unsmooth,coregistered,None,Normalized Temporally,11,"-8,13,33","-8,12,37",Talairach,,,,,,,,coordinate transfer,preSMA left,Cingulum_Mid_L
13,Where One Hand Meets the Other: Limb-Specific and Action- Dependent Movement Plans Decoded from Preparatory Signals in Single Human Frontoparietal Brain Areas,Response,"Figure 6,7,8",grap vs reach right,0.55,,2,1,ROI,Single Trial Multi-Time Point,svm-lin,0,3T,3mmx3mmx3mm,unsmooth,coregistered,None,Normalized Temporally,11,"-8,13,33","-8,12,37",Talairach,,,,,,,,coordinate transfer,preSMA left,Cingulum_Mid_L
13,Where One Hand Meets the Other: Limb-Specific and Action- Dependent Movement Plans Decoded from Preparatory Signals in Single Human Frontoparietal Brain Areas,Response,"Figure 6,7,8",grasp vs reach left,0.57,,2,1,ROI,Single Trial Multi-Time Point,svm-lin,0,3T,3mmx3mmx3mm,unsmooth,coregistered,None,Normalized Temporally,11,"-28,-11,55","-28,-14,59",Talairach,,,,,,,,coordinate transfer,PMd left,Precentral_L
13,Where One Hand Meets the Other: Limb-Specific and Action- Dependent Movement Plans Decoded from Preparatory Signals in Single Human Frontoparietal Brain Areas,Response,"Figure 6,7,8",grap vs reach right,0.57,,2,1,ROI,Single Trial Multi-Time Point,svm-lin,0,3T,3mmx3mmx3mm,unsmooth,coregistered,None,Normalized Temporally,11,"-28,-11,55","-28,-14,59",Talairach,,,,,,,,coordinate transfer,PMd left,Precentral_L
13,Where One Hand Meets the Other: Limb-Specific and Action- Dependent Movement Plans Decoded from Preparatory Signals in Single Human Frontoparietal Brain Areas,Response,"Figure 6,7,8",left vs right grasping,0.57,,2,1,ROI,Single Trial Multi-Time Point,svm-lin,0,3T,3mmx3mmx3mm,unsmooth,coregistered,None,Normalized Temporally,11,"-48,-2,39","-48,4,42",Talairach,,,,,,,,coordinate transfer,PMv left,Precentral_L
13,Where One Hand Meets the Other: Limb-Specific and Action- Dependent Movement Plans Decoded from Preparatory Signals in Single Human Frontoparietal Brain Areas,Response,"Figure 6,7,8",left vs right grasping,0.58,,2,1,ROI,Single Trial Multi-Time Point,svm-lin,0,3T,3mmx3mmx3mm,unsmooth,coregistered,None,Normalized Temporally,11,"-28,-11,55","-28,-14,59",Talairach,,,,,,,,coordinate transfer,PMd left,Precentral_L
13,Where One Hand Meets the Other: Limb-Specific and Action- Dependent Movement Plans Decoded from Preparatory Signals in Single Human Frontoparietal Brain Areas,Response,"Figure 6,7,8",left vs right reaching,0.6,,2,1,ROI,Single Trial Multi-Time Point,svm-lin,0,3T,3mmx3mmx3mm,unsmooth,coregistered,None,Normalized Temporally,11,"-28,-11,55","-28,-14,59",Talairach,,,,,,,,coordinate transfer,PMd left,Precentral_L
13,Where One Hand Meets the Other: Limb-Specific and Action- Dependent Movement Plans Decoded from Preparatory Signals in Single Human Frontoparietal Brain Areas,Response,"Figure 6,7,8",left vs right grasping,0.6,,2,1,ROI,Single Trial Multi-Time Point,svm-lin,0,3T,3mmx3mmx3mm,unsmooth,coregistered,None,Normalized Temporally,11,"26,-11,55","26,8,60",Talairach,,,,,,,,coordinate transfer,PMd right,Frontal_Sup_R
13,Where One Hand Meets the Other: Limb-Specific and Action- Dependent Movement Plans Decoded from Preparatory Signals in Single Human Frontoparietal Brain Areas,Response,"Figure 6,7,8",left vs right cross-grasping and reaching,0.63,,2,1,ROI,Single Trial Multi-Time Point,svm-lin,0,3T,3mmx3mmx3mm,unsmooth,coregistered,None,Normalized Temporally,11,"26,-11,55","26,8,60",Talairach,,,,,,,,coordinate transfer,PMd right,Frontal_Sup_R
13,Where One Hand Meets the Other: Limb-Specific and Action- Dependent Movement Plans Decoded from Preparatory Signals in Single Human Frontoparietal Brain Areas,Response,"Figure 6,7,8",left vs right reaching,0.64,,2,1,ROI,Single Trial Multi-Time Point,svm-lin,0,3T,3mmx3mmx3mm,unsmooth,coregistered,None,Normalized Temporally,11,"26,-11,55","26,8,60",Talairach,,,,,,,,coordinate transfer,PMd right,Frontal_Sup_R
6,Decoding sequential stages of task preparation in the human brain,Response,Figure 2,Motor Response,0.65,,2,1,Searchlight Peak,Multi-Trial Single-Time Point,svm-lin,0,3T,3mmx3mmx2mm,unsmooth,Native Space,Movement Correction,None,7,,"-18,6,66",MNI,,,,,,,,coordinate transfer,SMA,Frontal_Sup_L
5,Frontal and Parietal Cortical Interactions with Distributed Visual Representations during Selective Attention and Action Selection,Response,Figure 10,if made a match vs non match decision,0.52,,2,1,ROI,Single Trial Multi-Time Point,LogReg,0,3T,3mmx3mmx3mm,unsmooth,coregistered,Movement Correction,Normalized Temporally,10,,"-6,8,55;9,8,49",MNI,,,,,,,,coordinate transfer,pre-SMA,Supp_Motor_Area_L;Supp_Motor_Area_R
1,"Multi-voxel coding of stimuli, Rules, and Responses in human frontoparietal cortex",Response,Text,which finger used for response,0.474,,2,0,ROI,Multi-Trial Multi-Time Point,svm-lin,0,3T,3mmx3mmx3.75mm,unsmooth,Native Space,Movement Correction,None,17,,"38,26,24",MNI,,,,,,,,coordinate transfer,right IFS_,Frontal_Inf_Tri_R
