PID,Year,Title,Info.type,Source.in.paper,Task.variable.decoded,Accuracy.50,Accuracy.other,Num_classes,Significance,Roi.Search,Pattern.type,Classifier.type,Classifier.Fitted,Scanner,Resolution,Smoothing,Coregistration,Movement.Correction,Pattern.normalization.type,Num_subs,Num_trials,Num_class_types,Talairach.Coordinates,MNI.Coordinates,Coordinate.Space,ROI.Atlas,BA,AAL,Desikan,OxHarvard,Destrieux,Unkown Atlas,Method.of.Assigning.Region,Region.name,Voxel.numbers,Training.setsize,Accuracy.50.Median,Notes,More.Notes
46,2013,Brain activity across the development of automatic categorization: A comparison of categorization tasks using multi-voxel pattern analysis,Rule,Table 2,which category stimuli came from,0.65,,2,1,ROI,Single Trial Single-Time Point,svm-lin,0,3T,3mmx3mmx3mm,unsmooth,Native Space,Movement Correction,None,24,NA,NA,,,,OxHarvard,,,,ventral premotor,,,atlas comparison,ventral premotor,4215,240,NA,,
46,2013,Brain activity across the development of automatic categorization: A comparison of categorization tasks using multi-voxel pattern analysis,Rule,Table 2,which category stimuli came from,0.66,,2,1,ROI,Single Trial Single-Time Point,svm-lin,0,3T,3mmx3mmx3mm,unsmooth,Native Space,Movement Correction,None,24,NA,NA,,,,OxHarvard,,,,dorsal premotor,,,atlas comparison,dorsal premotor,15460,240,NA,,
46,2013,Brain activity across the development of automatic categorization: A comparison of categorization tasks using multi-voxel pattern analysis,Rule,Table 2,which category stimuli came from,0.66,,2,1,ROI,Single Trial Single-Time Point,svm-lin,0,3T,3mmx3mmx3mm,unsmooth,Native Space,Movement Correction,None,24,NA,NA,,,,OxHarvard,,,,dorsal premotor,,,atlas comparison,dorsal premotor,15460,240,NA,,
46,2013,Brain activity across the development of automatic categorization: A comparison of categorization tasks using multi-voxel pattern analysis,Rule,Table 2,which category stimuli came from,0.66,,2,1,ROI,Single Trial Single-Time Point,svm-lin,0,3T,3mmx3mmx3mm,unsmooth,Native Space,Movement Correction,None,24,NA,NA,,,,OxHarvard,,,,dorsal premotor,,,atlas comparison,dorsal premotor,15460,240,NA,,
46,2013,Brain activity across the development of automatic categorization: A comparison of categorization tasks using multi-voxel pattern analysis,Rule,Table 2,which category stimuli came from,0.66,,2,1,ROI,Single Trial Single-Time Point,svm-lin,0,3T,3mmx3mmx3mm,unsmooth,Native Space,Movement Correction,None,24,NA,NA,,,,OxHarvard,,,,dorsal premotor,,,atlas comparison,dorsal premotor,15460,240,NA,,
47,2013,Decoding the neural mechanisms of human tool use,Rule,Figure 4 (purple),whether planned movement was to be a grasp or reach when using hand or tool,0.54,,2,1,ROI,Single Trial Single-Time Point,svm-lin,0,3T,3mmx3mmx3mm,unsmooth,Native Space,Movement Correction,Normalized Temporally,13,160,2,"-26, -14, 52","-26,-17,56",Talairach,,,,,,,,coordinate transfer,L PMd,79,38,NA,,
47,2013,Decoding the neural mechanisms of human tool use,Rule,Figure 4 (red),whether planned movement was to be a grasp or reach when using hand,0.55,,2,1,ROI,Single Trial Single-Time Point,svm-lin,0,3T,3mmx3mmx3mm,unsmooth,Native Space,Movement Correction,Normalized Temporally,13,160,2,"-26, -14, 52","-26,-17,56",Talairach,,,,,,,,coordinate transfer,L PMd,79,38,NA,,
47,2013,Decoding the neural mechanisms of human tool use,Rule,Figure 4 (blue),whether planned movement was to be a grasp or reach when using tool,0.57,,2,1,ROI,Single Trial Single-Time Point,svm-lin,0,3T,3mmx3mmx3mm,unsmooth,Native Space,Movement Correction,Normalized Temporally,13,160,2,"-26, -14, 52","-26,-17,56",Talairach,,,,,,,,coordinate transfer,L PMd,79,38,NA,,
47,2013,Decoding the neural mechanisms of human tool use,Rule,Figure 4 (blue),whether planned movement was to be a grasp or reach when using tool,0.53,,2,1,ROI,Single Trial Single-Time Point,svm-lin,0,3T,3mmx3mmx3mm,unsmooth,Native Space,Movement Correction,Normalized Temporally,13,160,2,"-26, -14, 52","-26,-17,56",Talairach,,,,,,,,coordinate transfer,L PMv,54,38,NA,,
47,2013,Decoding the neural mechanisms of human tool use,Rule,Figure 4 (purple),whether planned movement was to be a grasp or reach when using hand or tool,0.54,,2,1,ROI,Single Trial Single-Time Point,svm-lin,0,3T,3mmx3mmx3mm,unsmooth,Native Space,Movement Correction,Normalized Temporally,13,160,2,"-26, -14, 52","-26,-17,56",Talairach,,,,,,,,coordinate transfer,L PMv,54,38,NA,,
47,2013,Decoding the neural mechanisms of human tool use,Rule,Figure 4 (red),whether planned movement was to be a grasp or reach when using hand,0.56,,2,1,ROI,Single Trial Single-Time Point,svm-lin,0,3T,3mmx3mmx3mm,unsmooth,Native Space,Movement Correction,Normalized Temporally,13,160,2,"-26, -14, 52","-26,-17,56",Talairach,,,,,,,,coordinate transfer,L PMv,54,38,NA,,
48,2011,Decoding Effector-Dependent and Effector-Independent Movement Intentions from Human Parieto-Frontal Brain Activity,Response,Figure 4,using hand vs eye,0.47,,2,0,ROI,Single Trial Single-Time Point,svm-lin,0,3T,3mmx3mmx3mm,unsmooth,Native Space,Movement Correction,Normalized Temporally,18,,,,"-34, 28, 35",MNI,,,,,,,,coordinate transfer,L DLPFC,71,38,NA,,
48,2011,Decoding Effector-Dependent and Effector-Independent Movement Intentions from Human Parieto-Frontal Brain Activity,Response,Figure 4,movement towards left space vs right space,0.48,,2,0,ROI,Single Trial Single-Time Point,svm-lin,0,3T,3mmx3mmx3mm,unsmooth,Native Space,Movement Correction,Normalized Temporally,18,,,,"-34, 28, 35",MNI,,,,,,,,coordinate transfer,L DLPFC,71,38,NA,,
48,2011,Decoding Effector-Dependent and Effector-Independent Movement Intentions from Human Parieto-Frontal Brain Activity,Response,Figure 4,movement towards left space vs right space,0.48,,2,0,ROI,Single Trial Single-Time Point,svm-lin,0,3T,3mmx3mmx3mm,unsmooth,Native Space,Movement Correction,Normalized Temporally,18,,,,"-34, 28, 35",MNI,,,,,,,,coordinate transfer,L DLPFC,71,38,NA,,
48,2011,Decoding Effector-Dependent and Effector-Independent Movement Intentions from Human Parieto-Frontal Brain Activity,Response,Figure 4,movement towards left space vs right space,0.5,,2,0,ROI,Single Trial Single-Time Point,svm-lin,0,3T,3mmx3mmx3mm,unsmooth,Native Space,Movement Correction,Normalized Temporally,18,,,,"-34, 28, 35",MNI,,,,,,,,coordinate transfer,L DLPFC,71,38,NA,,
48,2011,Decoding Effector-Dependent and Effector-Independent Movement Intentions from Human Parieto-Frontal Brain Activity,Response,Figure 4,using hand vs eye,0.58,,2,1,ROI,Single Trial Single-Time Point,svm-lin,0,3T,3mmx3mmx3mm,unsmooth,Native Space,Movement Correction,Normalized Temporally,18,,,,"-34, 28, 35",MNI,,,,,,,,coordinate transfer,L DLPFC,71,38,NA,,
48,2011,Decoding Effector-Dependent and Effector-Independent Movement Intentions from Human Parieto-Frontal Brain Activity,Response,Figure 4,using hand vs eye,0.59,,2,1,ROI,Single Trial Single-Time Point,svm-lin,0,3T,3mmx3mmx3mm,unsmooth,Native Space,Movement Correction,Normalized Temporally,18,,,,"-34, 28, 35",MNI,,,,,,,,coordinate transfer,L DLPFC,71,38,NA,,
48,2011,Decoding Effector-Dependent and Effector-Independent Movement Intentions from Human Parieto-Frontal Brain Activity,Response,Figure 4,using hand vs eye,0.6,,2,1,ROI,Single Trial Single-Time Point,svm-lin,0,3T,3mmx3mmx3mm,unsmooth,Native Space,Movement Correction,Normalized Temporally,18,,,,"-34, 28, 35",MNI,,,,,,,,coordinate transfer,L DLPFC,71,38,NA,,
48,2011,Decoding Effector-Dependent and Effector-Independent Movement Intentions from Human Parieto-Frontal Brain Activity,Response,Figure 4,movement towards left space vs right space,0.6,,2,1,ROI,Single Trial Single-Time Point,svm-lin,0,3T,3mmx3mmx3mm,unsmooth,Native Space,Movement Correction,Normalized Temporally,18,,,,"-34, 28, 35",MNI,,,,,,,,coordinate transfer,L DLPFC,71,38,NA,,
48,2011,Decoding Effector-Dependent and Effector-Independent Movement Intentions from Human Parieto-Frontal Brain Activity,Response,Figure 4,movement towards left space vs right space,0.6,,2,1,ROI,Single Trial Single-Time Point,svm-lin,0,3T,3mmx3mmx3mm,unsmooth,Native Space,Movement Correction,Normalized Temporally,18,,,,"-34, 28, 35",MNI,,,,,,,,coordinate transfer,L DLPFC,71,38,NA,,
48,2011,Decoding Effector-Dependent and Effector-Independent Movement Intentions from Human Parieto-Frontal Brain Activity,Response,Figure 4,movement towards left space vs right space,0.65,,2,1,ROI,Single Trial Single-Time Point,svm-lin,0,3T,3mmx3mmx3mm,unsmooth,Native Space,Movement Correction,Normalized Temporally,18,,,,"-34, 28, 35",MNI,,,,,,,,coordinate transfer,L DLPFC,71,38,NA,,
48,2011,Decoding Effector-Dependent and Effector-Independent Movement Intentions from Human Parieto-Frontal Brain Activity,Response,Figure 4,using hand vs eye,0.67,,2,1,ROI,Single Trial Single-Time Point,svm-lin,0,3T,3mmx3mmx3mm,unsmooth,Native Space,Movement Correction,Normalized Temporally,18,,,,"-34, 28, 35",MNI,,,,,,,,coordinate transfer,L DLPFC,71,38,NA,,
48,2011,Decoding Effector-Dependent and Effector-Independent Movement Intentions from Human Parieto-Frontal Brain Activity,Response,Figure 4,using hand vs eye,0.8,,2,1,ROI,Single Trial Single-Time Point,svm-lin,0,3T,3mmx3mmx3mm,unsmooth,Native Space,Movement Correction,Normalized Temporally,18,,,,"-34, 28, 35",MNI,,,,,,,,coordinate transfer,L DLPFC,71,38,NA,,
48,2011,Decoding Effector-Dependent and Effector-Independent Movement Intentions from Human Parieto-Frontal Brain Activity,Response,Figure 4,movement towards left space vs right space,0.45,,2,0,ROI,Single Trial Single-Time Point,svm-lin,0,3T,3mmx3mmx3mm,unsmooth,Native Space,Movement Correction,Normalized Temporally,18,,,,"-4, -8, 58",MNI,,,,,,,,coordinate transfer,L DMFC,92,38,NA,,
48,2011,Decoding Effector-Dependent and Effector-Independent Movement Intentions from Human Parieto-Frontal Brain Activity,Response,Figure 4,movement towards left space vs right space,0.48,,2,0,ROI,Single Trial Single-Time Point,svm-lin,0,3T,3mmx3mmx3mm,unsmooth,Native Space,Movement Correction,Normalized Temporally,18,,,,"-4, -8, 58_",MNI,,,,,,,,coordinate transfer,L DMFC,92,38,NA,,
48,2011,Decoding Effector-Dependent and Effector-Independent Movement Intentions from Human Parieto-Frontal Brain Activity,Response,Figure 4,movement towards left space vs right space,0.5,,2,0,ROI,Single Trial Single-Time Point,svm-lin,0,3T,3mmx3mmx3mm,unsmooth,Native Space,Movement Correction,Normalized Temporally,18,,,,"-4, -8, 58_",MNI,,,,,,,,coordinate transfer,L DMFC,92,38,NA,,
48,2011,Decoding Effector-Dependent and Effector-Independent Movement Intentions from Human Parieto-Frontal Brain Activity,Response,Figure 4,movement towards left space vs right space,0.55,,2,0,ROI,Single Trial Single-Time Point,svm-lin,0,3T,3mmx3mmx3mm,unsmooth,Native Space,Movement Correction,Normalized Temporally,18,,,,"-4, -8, 58_",MNI,,,,,,,,coordinate transfer,L DMFC,92,38,NA,,
48,2011,Decoding Effector-Dependent and Effector-Independent Movement Intentions from Human Parieto-Frontal Brain Activity,Response,Figure 4,movement towards left space vs right space,0.55,,2,0,ROI,Single Trial Single-Time Point,svm-lin,0,3T,3mmx3mmx3mm,unsmooth,Native Space,Movement Correction,Normalized Temporally,18,,,,"-4, -8, 58_",MNI,,,,,,,,coordinate transfer,L DMFC,92,38,NA,,
48,2011,Decoding Effector-Dependent and Effector-Independent Movement Intentions from Human Parieto-Frontal Brain Activity,Response,Figure 4,using hand vs eye,0.55,,2,0,ROI,Single Trial Single-Time Point,svm-lin,0,3T,3mmx3mmx3mm,unsmooth,Native Space,Movement Correction,Normalized Temporally,18,,,,"-4, -8, 58",MNI,,,,,,,,coordinate transfer,L DMFC,92,38,NA,,
48,2011,Decoding Effector-Dependent and Effector-Independent Movement Intentions from Human Parieto-Frontal Brain Activity,Response,Figure 4,using hand vs eye,0.55,,2,0,ROI,Single Trial Single-Time Point,svm-lin,0,3T,3mmx3mmx3mm,unsmooth,Native Space,Movement Correction,Normalized Temporally,18,,,,"-4, -8, 58",MNI,,,,,,,,coordinate transfer,L DMFC,92,38,NA,,
48,2011,Decoding Effector-Dependent and Effector-Independent Movement Intentions from Human Parieto-Frontal Brain Activity,Response,Figure 4,movement towards left space vs right space,0.59,,2,1,ROI,Single Trial Single-Time Point,svm-lin,0,3T,3mmx3mmx3mm,unsmooth,Native Space,Movement Correction,Normalized Temporally,18,,,,"-4, -8, 58",MNI,,,,,,,,coordinate transfer,L DMFC,92,38,NA,,
48,2011,Decoding Effector-Dependent and Effector-Independent Movement Intentions from Human Parieto-Frontal Brain Activity,Response,Figure 4,using hand vs eye,0.6,,2,1,ROI,Single Trial Single-Time Point,svm-lin,0,3T,3mmx3mmx3mm,unsmooth,Native Space,Movement Correction,Normalized Temporally,18,,,,"-4, -8, 58",MNI,,,,,,,,coordinate transfer,L DMFC,92,38,NA,,
48,2011,Decoding Effector-Dependent and Effector-Independent Movement Intentions from Human Parieto-Frontal Brain Activity,Response,Figure 4,using hand vs eye,0.8,,2,1,ROI,Single Trial Single-Time Point,svm-lin,0,3T,3mmx3mmx3mm,unsmooth,Native Space,Movement Correction,Normalized Temporally,18,,,,"-4, -8, 58",MNI,,,,,,,,coordinate transfer,L DMFC,92,38,NA,,
48,2011,Decoding Effector-Dependent and Effector-Independent Movement Intentions from Human Parieto-Frontal Brain Activity,Response,Figure 4,using hand vs eye,0.93,,2,1,ROI,Single Trial Single-Time Point,svm-lin,0,3T,3mmx3mmx3mm,unsmooth,Native Space,Movement Correction,Normalized Temporally,18,,,,"-4, -8, 58",MNI,,,,,,,,coordinate transfer,L DMFC,92,38,NA,,
48,2011,Decoding Effector-Dependent and Effector-Independent Movement Intentions from Human Parieto-Frontal Brain Activity,Response,Figure 4,using hand vs eye,0.93,,2,1,ROI,Single Trial Single-Time Point,svm-lin,0,3T,3mmx3mmx3mm,unsmooth,Native Space,Movement Correction,Normalized Temporally,18,,,,"-4, -8, 58",MNI,,,,,,,,coordinate transfer,L DMFC,92,38,NA,,
48,2011,Decoding Effector-Dependent and Effector-Independent Movement Intentions from Human Parieto-Frontal Brain Activity,Response,Figure 4,movement towards left space vs right space,0.48,,2,0,ROI,Single Trial Single-Time Point,svm-lin,0,3T,3mmx3mmx3mm,unsmooth,Native Space,Movement Correction,Normalized Temporally,18,,,,"-28, -14, 53",MNI,,,,,,,,coordinate transfer,L PMd,82,38,NA,,
48,2011,Decoding Effector-Dependent and Effector-Independent Movement Intentions from Human Parieto-Frontal Brain Activity,Response,Figure 4,movement towards left space vs right space,0.5,,2,0,ROI,Single Trial Single-Time Point,svm-lin,0,3T,3mmx3mmx3mm,unsmooth,Native Space,Movement Correction,Normalized Temporally,18,,,,"-28, -14, 53",MNI,,,,,,,,coordinate transfer,L PMd,82,38,NA,,
48,2011,Decoding Effector-Dependent and Effector-Independent Movement Intentions from Human Parieto-Frontal Brain Activity,Response,Figure 4,using hand vs eye,0.54,,2,0,ROI,Single Trial Single-Time Point,svm-lin,0,3T,3mmx3mmx3mm,unsmooth,Native Space,Movement Correction,Normalized Temporally,18,,,,"-28, -14, 53",MNI,,,,,,,,coordinate transfer,L PMd,82,38,NA,,
48,2011,Decoding Effector-Dependent and Effector-Independent Movement Intentions from Human Parieto-Frontal Brain Activity,Response,Figure 4,movement towards left space vs right space,0.54,,2,0,ROI,Single Trial Single-Time Point,svm-lin,0,3T,3mmx3mmx3mm,unsmooth,Native Space,Movement Correction,Normalized Temporally,18,,,,"-28, -14, 53",MNI,,,,,,,,coordinate transfer,L PMd,82,38,NA,,
48,2011,Decoding Effector-Dependent and Effector-Independent Movement Intentions from Human Parieto-Frontal Brain Activity,Response,Figure 4,using hand vs eye,0.6,,2,1,ROI,Single Trial Single-Time Point,svm-lin,0,3T,3mmx3mmx3mm,unsmooth,Native Space,Movement Correction,Normalized Temporally,18,,,,"-28, -14, 53",MNI,,,,,,,,coordinate transfer,L PMd,82,38,NA,,
48,2011,Decoding Effector-Dependent and Effector-Independent Movement Intentions from Human Parieto-Frontal Brain Activity,Response,Figure 4,movement towards left space vs right space,0.6,,2,1,ROI,Single Trial Single-Time Point,svm-lin,0,3T,3mmx3mmx3mm,unsmooth,Native Space,Movement Correction,Normalized Temporally,18,,,,"-28, -14, 53",MNI,,,,,,,,coordinate transfer,L PMd,82,38,NA,,
48,2011,Decoding Effector-Dependent and Effector-Independent Movement Intentions from Human Parieto-Frontal Brain Activity,Response,Figure 4,movement towards left space vs right space,0.62,,2,1,ROI,Single Trial Single-Time Point,svm-lin,0,3T,3mmx3mmx3mm,unsmooth,Native Space,Movement Correction,Normalized Temporally,18,,,,"-28, -14, 53",MNI,,,,,,,,coordinate transfer,L PMd,82,38,NA,,
48,2011,Decoding Effector-Dependent and Effector-Independent Movement Intentions from Human Parieto-Frontal Brain Activity,Response,Figure 4,movement towards left space vs right space,0.65,,2,1,ROI,Single Trial Single-Time Point,svm-lin,0,3T,3mmx3mmx3mm,unsmooth,Native Space,Movement Correction,Normalized Temporally,18,,,,"-28, -14, 53",MNI,,,,,,,,coordinate transfer,L PMd,82,38,NA,,
48,2011,Decoding Effector-Dependent and Effector-Independent Movement Intentions from Human Parieto-Frontal Brain Activity,Response,Figure 4,using hand vs eye,0.66,,2,1,ROI,Single Trial Single-Time Point,svm-lin,0,3T,3mmx3mmx3mm,unsmooth,Native Space,Movement Correction,Normalized Temporally,18,,,,"-28, -14, 53",MNI,,,,,,,,coordinate transfer,L PMd,82,38,NA,,
48,2011,Decoding Effector-Dependent and Effector-Independent Movement Intentions from Human Parieto-Frontal Brain Activity,Response,Figure 4,using hand vs eye,0.73,,2,1,ROI,Single Trial Single-Time Point,svm-lin,0,3T,3mmx3mmx3mm,unsmooth,Native Space,Movement Correction,Normalized Temporally,18,,,,"-28, -14, 53",MNI,,,,,,,,coordinate transfer,L PMd,82,38,NA,,
48,2011,Decoding Effector-Dependent and Effector-Independent Movement Intentions from Human Parieto-Frontal Brain Activity,Response,Figure 4,using hand vs eye,0.89,,2,1,ROI,Single Trial Single-Time Point,svm-lin,0,3T,3mmx3mmx3mm,unsmooth,Native Space,Movement Correction,Normalized Temporally,18,,,,"-28, -14, 53",MNI,,,,,,,,coordinate transfer,L PMd,82,38,NA,,
48,2011,Decoding Effector-Dependent and Effector-Independent Movement Intentions from Human Parieto-Frontal Brain Activity,Response,Figure 4,using hand vs eye,0.93,,2,1,ROI,Single Trial Single-Time Point,svm-lin,0,3T,3mmx3mmx3mm,unsmooth,Native Space,Movement Correction,Normalized Temporally,18,,,,"-28, -14, 53",MNI,,,,,,,,coordinate transfer,L PMd,82,38,NA,,
48,2011,Decoding Effector-Dependent and Effector-Independent Movement Intentions from Human Parieto-Frontal Brain Activity,Response,Figure 4,movement towards left space vs right space,0.42,,2,0,ROI,Single Trial Single-Time Point,svm-lin,0,3T,3mmx3mmx3mm,unsmooth,Native Space,Movement Correction,Normalized Temporally,18,,,,"-56, -2, 32",MNI,,,,,,,,coordinate transfer,L PMv,68,38,NA,,
48,2011,Decoding Effector-Dependent and Effector-Independent Movement Intentions from Human Parieto-Frontal Brain Activity,Response,Figure 4,using hand vs eye,0.47,,2,0,ROI,Single Trial Single-Time Point,svm-lin,0,3T,3mmx3mmx3mm,unsmooth,Native Space,Movement Correction,Normalized Temporally,18,,,,"-56, -2, 32",MNI,,,,,,,,coordinate transfer,L PMv,68,38,NA,,
48,2011,Decoding Effector-Dependent and Effector-Independent Movement Intentions from Human Parieto-Frontal Brain Activity,Response,Figure 4,movement towards left space vs right space,0.49,,2,0,ROI,Single Trial Single-Time Point,svm-lin,0,3T,3mmx3mmx3mm,unsmooth,Native Space,Movement Correction,Normalized Temporally,18,,,,"-56, -2, 32",MNI,,,,,,,,coordinate transfer,L PMv,68,38,NA,,
48,2011,Decoding Effector-Dependent and Effector-Independent Movement Intentions from Human Parieto-Frontal Brain Activity,Response,Figure 4,using hand vs eye,0.5,,2,0,ROI,Single Trial Single-Time Point,svm-lin,0,3T,3mmx3mmx3mm,unsmooth,Native Space,Movement Correction,Normalized Temporally,18,,,,"-56, -2, 32",MNI,,,,,,,,coordinate transfer,L PMv,68,38,NA,,
48,2011,Decoding Effector-Dependent and Effector-Independent Movement Intentions from Human Parieto-Frontal Brain Activity,Response,Figure 4,movement towards left space vs right space,0.5,,2,0,ROI,Single Trial Single-Time Point,svm-lin,0,3T,3mmx3mmx3mm,unsmooth,Native Space,Movement Correction,Normalized Temporally,18,,,,"-56, -2, 32",MNI,,,,,,,,coordinate transfer,L PMv,68,38,NA,,
48,2011,Decoding Effector-Dependent and Effector-Independent Movement Intentions from Human Parieto-Frontal Brain Activity,Response,Figure 4,using hand vs eye,0.57,,2,0,ROI,Single Trial Single-Time Point,svm-lin,0,3T,3mmx3mmx3mm,unsmooth,Native Space,Movement Correction,Normalized Temporally,18,,,,"-56, -2, 32",MNI,,,,,,,,coordinate transfer,L PMv,68,38,NA,,
48,2011,Decoding Effector-Dependent and Effector-Independent Movement Intentions from Human Parieto-Frontal Brain Activity,Response,Figure 4,movement towards left space vs right space,0.59,,2,1,ROI,Single Trial Single-Time Point,svm-lin,0,3T,3mmx3mmx3mm,unsmooth,Native Space,Movement Correction,Normalized Temporally,18,,,,"-56, -2, 32",MNI,,,,,,,,coordinate transfer,L PMv,68,38,NA,,
48,2011,Decoding Effector-Dependent and Effector-Independent Movement Intentions from Human Parieto-Frontal Brain Activity,Response,Figure 4,movement towards left space vs right space,0.6,,2,1,ROI,Single Trial Single-Time Point,svm-lin,0,3T,3mmx3mmx3mm,unsmooth,Native Space,Movement Correction,Normalized Temporally,18,,,,"-56, -2, 32",MNI,,,,,,,,coordinate transfer,L PMv,68,38,NA,,
48,2011,Decoding Effector-Dependent and Effector-Independent Movement Intentions from Human Parieto-Frontal Brain Activity,Response,Figure 4,movement towards left space vs right space,0.6,,2,1,ROI,Single Trial Single-Time Point,svm-lin,0,3T,3mmx3mmx3mm,unsmooth,Native Space,Movement Correction,Normalized Temporally,18,,,,"-56, -2, 32",MNI,,,,,,,,coordinate transfer,L PMv,68,38,NA,,
48,2011,Decoding Effector-Dependent and Effector-Independent Movement Intentions from Human Parieto-Frontal Brain Activity,Response,Figure 4,using hand vs eye,0.64,,2,1,ROI,Single Trial Single-Time Point,svm-lin,0,3T,3mmx3mmx3mm,unsmooth,Native Space,Movement Correction,Normalized Temporally,18,,,,"-56, -2, 32",MNI,,,,,,,,coordinate transfer,L PMv,68,38,NA,,
48,2011,Decoding Effector-Dependent and Effector-Independent Movement Intentions from Human Parieto-Frontal Brain Activity,Response,Figure 4,using hand vs eye,0.77,,2,1,ROI,Single Trial Single-Time Point,svm-lin,0,3T,3mmx3mmx3mm,unsmooth,Native Space,Movement Correction,Normalized Temporally,18,,,,"-56, -2, 32",MNI,,,,,,,,coordinate transfer,L PMv,68,38,NA,,
48,2011,Decoding Effector-Dependent and Effector-Independent Movement Intentions from Human Parieto-Frontal Brain Activity,Response,Figure 4,using hand vs eye,0.8,,2,1,ROI,Single Trial Single-Time Point,svm-lin,0,3T,3mmx3mmx3mm,unsmooth,Native Space,Movement Correction,Normalized Temporally,18,,,,"-56, -2, 32",MNI,,,,,,,,coordinate transfer,L PMv,68,38,NA,,
48,2011,Decoding Effector-Dependent and Effector-Independent Movement Intentions from Human Parieto-Frontal Brain Activity,Response,Figure 4,using hand vs eye,0.45,,2,0,ROI,Single Trial Single-Time Point,svm-lin,0,3T,3mmx3mmx3mm,unsmooth,Native Space,Movement Correction,Normalized Temporally,18,,,,"28, 32, 36",MNI,,,,,,,,coordinate transfer,R DLPFC,59,38,NA,,
48,2011,Decoding Effector-Dependent and Effector-Independent Movement Intentions from Human Parieto-Frontal Brain Activity,Response,Figure 4,using hand vs eye,0.5,,2,0,ROI,Single Trial Single-Time Point,svm-lin,0,3T,3mmx3mmx3mm,unsmooth,Native Space,Movement Correction,Normalized Temporally,18,,,,"28, 32, 36",MNI,,,,,,,,coordinate transfer,R DLPFC,59,38,NA,,
48,2011,Decoding Effector-Dependent and Effector-Independent Movement Intentions from Human Parieto-Frontal Brain Activity,Response,Figure 4,movement towards left space vs right space,0.5,,2,0,ROI,Single Trial Single-Time Point,svm-lin,0,3T,3mmx3mmx3mm,unsmooth,Native Space,Movement Correction,Normalized Temporally,18,,,,"28, 32, 36",MNI,,,,,,,,coordinate transfer,R DLPFC,59,38,NA,,
48,2011,Decoding Effector-Dependent and Effector-Independent Movement Intentions from Human Parieto-Frontal Brain Activity,Response,Figure 4,movement towards left space vs right space,0.5,,2,0,ROI,Single Trial Single-Time Point,svm-lin,0,3T,3mmx3mmx3mm,unsmooth,Native Space,Movement Correction,Normalized Temporally,18,,,,"28, 32, 36",MNI,,,,,,,,coordinate transfer,R DLPFC,59,38,NA,,
48,2011,Decoding Effector-Dependent and Effector-Independent Movement Intentions from Human Parieto-Frontal Brain Activity,Response,Figure 4,movement towards left space vs right space,0.51,,2,0,ROI,Single Trial Single-Time Point,svm-lin,0,3T,3mmx3mmx3mm,unsmooth,Native Space,Movement Correction,Normalized Temporally,18,,,,"28, 32, 36",MNI,,,,,,,,coordinate transfer,R DLPFC,59,38,NA,,
48,2011,Decoding Effector-Dependent and Effector-Independent Movement Intentions from Human Parieto-Frontal Brain Activity,Response,Figure 4,using hand vs eye,0.52,,2,0,ROI,Single Trial Single-Time Point,svm-lin,0,3T,3mmx3mmx3mm,unsmooth,Native Space,Movement Correction,Normalized Temporally,18,,,,"28, 32, 36",MNI,,,,,,,,coordinate transfer,R DLPFC,59,38,NA,,
48,2011,Decoding Effector-Dependent and Effector-Independent Movement Intentions from Human Parieto-Frontal Brain Activity,Response,Figure 4,movement towards left space vs right space,0.54,,2,0,ROI,Single Trial Single-Time Point,svm-lin,0,3T,3mmx3mmx3mm,unsmooth,Native Space,Movement Correction,Normalized Temporally,18,,,,"28, 32, 36",MNI,,,,,,,,coordinate transfer,R DLPFC,59,38,NA,,
48,2011,Decoding Effector-Dependent and Effector-Independent Movement Intentions from Human Parieto-Frontal Brain Activity,Response,Figure 4,movement towards left space vs right space,0.54,,2,0,ROI,Single Trial Single-Time Point,svm-lin,0,3T,3mmx3mmx3mm,unsmooth,Native Space,Movement Correction,Normalized Temporally,18,,,,"28, 32, 36",MNI,,,,,,,,coordinate transfer,R DLPFC,59,38,NA,,
48,2011,Decoding Effector-Dependent and Effector-Independent Movement Intentions from Human Parieto-Frontal Brain Activity,Response,Figure 4,using hand vs eye,0.57,,2,1,ROI,Single Trial Single-Time Point,svm-lin,0,3T,3mmx3mmx3mm,unsmooth,Native Space,Movement Correction,Normalized Temporally,18,,,,"28, 32, 36",MNI,,,,,,,,coordinate transfer,R DLPFC,59,38,NA,,
48,2011,Decoding Effector-Dependent and Effector-Independent Movement Intentions from Human Parieto-Frontal Brain Activity,Response,Figure 4,movement towards left space vs right space,0.6,,2,1,ROI,Single Trial Single-Time Point,svm-lin,0,3T,3mmx3mmx3mm,unsmooth,Native Space,Movement Correction,Normalized Temporally,18,,,,"28, 32, 36",MNI,,,,,,,,coordinate transfer,R DLPFC,59,38,NA,,
48,2011,Decoding Effector-Dependent and Effector-Independent Movement Intentions from Human Parieto-Frontal Brain Activity,Response,Figure 4,using hand vs eye,0.62,,2,1,ROI,Single Trial Single-Time Point,svm-lin,0,3T,3mmx3mmx3mm,unsmooth,Native Space,Movement Correction,Normalized Temporally,18,,,,"28, 32, 36",MNI,,,,,,,,coordinate transfer,R DLPFC,59,38,NA,,
